Supplementary Table 2. GAS strains used in this study.,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Assembly statistics,,,,,,,Mapping statistics (subsampled),,,,
K20747,8898_1_49,Kenya,East Africa,E4,ST259,184,2007,84,emm84.1,"skin, soft tissue infection",Deep soft tissue infection,1,Seale et al 2016 (59),,GCA_900989935,12,1764347,240495,239,,ERS180451,1350000,100,33,36.4,73
K33951,8898_1_5,Kenya,East Africa,D4,ST701,61,2008,80,emm80.0,"skin, soft tissue infection",Deep soft tissue infection,1,Seale et al 2016 (59),,GCA_900989945,17,1817943,196786,252,,ERS180407,1350000,100,33,36.5,73
K20882,8898_1_50,Kenya,East Africa,E3,ST260,113,2007,209,emm209.0,"skin, soft tissue infection",Deep soft tissue infection,1,Seale et al 2016 (59),,GCA_900989955,14,1723483,259937,248,,ERS180452,1350000,100,33,36.4,73
K20910,8898_1_51,Kenya,East Africa,E3,ST447,264,2007,9,emm9.0,"skin, soft tissue infection",Deep soft tissue infection,1,Seale et al 2016 (59),,GCA_900989965,19,1756438,252405,245,,ERS180453,1350000,100,33,36.5,73
K21246,8898_1_52,Kenya,East Africa,E4,ST747,106,2007,77,emm77.0,"skin, soft tissue infection",Deep soft tissue infection,1,Seale et al 2016 (59),,GCA_900989975,25,1858799,135099,249,,ERS180454,1350000,100,33,36.5,73
K10332,8898_1_53,Kenya,East Africa,E3,ST761,55,2003,183,emm183.2,"skin, soft tissue infection",Deep soft tissue infection,1,Seale et al 2016 (59),,GCA_900989995,15,1740160,268745,245,,ERS180455,1350000,100,33,36.5,73
K10474,8898_1_54,Kenya,East Africa,E3,ST752,155,2003,118,emm118.2,"skin, soft tissue infection",Deep soft tissue infection,1,Seale et al 2016 (59),,GCA_900989985,16,1770203,152345,244,,ERS180456,1350000,100,33,36.4,73
K10586,8898_1_55,Kenya,East Africa,E2,ST217,129,2003,50,emm50.3,"skin, soft tissue infection",Deep soft tissue infection,1,Seale et al 2016 (59),,GCA_900990005,17,1748628,194355,249,,ERS180457,1350000,100,33,36.4,73
K10722,8898_1_56,Kenya,East Africa,E4,ST213,92,2003,22,emm22.5,"skin, soft tissue infection",Deep soft tissue infection,1,Seale et al 2016 (59),,GCA_900990015,15,1846285,195870,249,,ERS180458,1350000,100,33,36.5,73
K11116,8898_1_57,Kenya,East Africa,M18,ST402,69,2003,18,emm18.21,"skin, soft tissue infection",Deep soft tissue infection,1,Seale et al 2016 (59),,GCA_900990025,15,1819169,233010,247,,ERS180459,1350000,100,33,36.5,73
K11239,8898_1_58,Kenya,East Africa,E4,ST238,108,2003,169,emm169.1,"skin, soft tissue infection",Deep soft tissue infection,1,Seale et al 2016 (59),,GCA_900990035,17,1852700,143596,261,,ERS180460,1350000,100,33,36.6,73
K11243,8898_1_59,Kenya,East Africa,E4,ST220,156,2003,114,emm114.5,"skin, soft tissue infection",Deep soft tissue infection,1,Seale et al 2016 (59),,GCA_900990055,15,1748643,229697,249,,ERS180461,1350000,100,33,36.5,73
K33983,8898_1_6,Kenya,East Africa,A-C2,ST537,266,2008,30,emm30.15,"skin, soft tissue infection",Deep soft tissue infection,1,Seale et al 2016 (59),,GCA_900990045,17,1813534,221336,257,,ERS180408,1350000,100,33,36.4,73
K11319,8898_1_60,Kenya,East Africa,D4,ST223,91,2003,64,emm64.3,"skin, soft tissue infection",Deep soft tissue infection,1,Seale et al 2016 (59),,GCA_900990065,13,1728832,263359,238,,ERS180462,1350000,100,33,36.7,73
K13065,8898_1_61,Kenya,East Africa,E6,ST578,187,2004,75,emm75.1,"skin, soft tissue infection",Deep soft tissue infection,1,Seale et al 2016 (59),,GCA_900990095,17,1874826,258713,240,,ERS180463,1350000,100,33,36.5,73
K13107,8898_1_62,Kenya,East Africa,E3,ST219,55,2004,183,emm183.2,"skin, soft tissue infection",Deep soft tissue infection,1,Seale et al 2016 (59),,GCA_900990085,18,1780340,243536,245,,ERS180464,1350000,100,33,36.5,73
K13190,8898_1_63,Kenya,East Africa,A-C4,ST236,99,2004,39,emm39.4,"skin, soft tissue infection",Deep soft tissue infection,1,Seale et al 2016 (59),,GCA_900990075,29,1777453,136390,245,,ERS180465,1350000,100,33,36.3,73
K13372,8898_1_64,Kenya,East Africa,E6,ST766,157,2004,81,emm81.2,"skin, soft tissue infection",Deep soft tissue infection,1,Seale et al 2016 (59),,GCA_900990125,25,1883576,182418,253,,ERS180466,1350000,100,33,36.4,73
K17276,8898_1_66,Kenya,East Africa,E2,ST674,93,2005,92,emm92.0,"skin, soft tissue infection",Deep soft tissue infection,1,Seale et al 2016 (59),,GCA_900990105,13,1762294,260009,240,,ERS180468,1350000,100,33,36.5,73
K23685,8898_1_67,Kenya,East Africa,E3,ST714,55,2007,79,emm79.5,"skin, soft tissue infection",Deep soft tissue infection,1,Seale et al 2016 (59),,GCA_900990115,20,1821681,159079,246,,ERS180469,1350000,100,33,36.5,73
K23745,8898_1_68,Kenya,East Africa,E1,ST279,265,2007,60,emm60.7,"skin, soft tissue infection",Deep soft tissue infection,1,Seale et al 2016 (59),,GCA_900990135,17,1813588,162942,236,,ERS180470,1350000,100,33,36.6,73
K23866,8898_1_69,Kenya,East Africa,E3,ST257,130,2007,82,emm82.5,"skin, soft tissue infection",Deep soft tissue infection,1,Seale et al 2016 (59),,GCA_900990145,37,1916018,97621,255,,ERS180471,1350000,100,33,36.4,73
K35870,8898_1_7,Kenya,East Africa,A-C4,ST703,169,2008,229,emm229.0,"skin, soft tissue infection",Deep soft tissue infection,1,Seale et al 2016 (59),,GCA_900990155,28,1753421,139503,238,,ERS180409,1350000,100,33,36.5,73
K23890,8898_1_70,Kenya,East Africa,D5,ST283,41,2007,97,emm97.1,"skin, soft tissue infection",Deep soft tissue infection,1,Seale et al 2016 (59),,GCA_900990165,15,1776074,239213,259,,ERS180472,1350000,100,33,36.6,73
K24146,8898_1_71,Kenya,East Africa,E1,ST768,104,2007,165,emm165.0,"skin, soft tissue infection",Deep soft tissue infection,1,Seale et al 2016 (59),,GCA_900990175,20,1829088,143568,241,,ERS180473,1350000,100,33,36.5,73
K24190,8898_1_72,Kenya,East Africa,E4,ST763,188,2007,28,emm28.0,"skin, soft tissue infection",Deep soft tissue infection,1,Seale et al 2016 (59),,GCA_900990185,13,1816723,243436,240,,ERS180474,1350000,100,33,36.5,73
K24525,8898_1_74,Kenya,East Africa,E6,ST293,189,2007,11,emm11.0,"skin, soft tissue infection",Deep soft tissue infection,1,Seale et al 2016 (59),,GCA_900990195,14,1760540,243597,240,,ERS180476,1350000,100,33,36.6,73
K19347,8898_1_76,Kenya,East Africa,NT,ST258,123,2006,stg1750,stg1750.0,"skin, soft tissue infection",Deep soft tissue infection,1,Seale et al 2016 (59),,GCA_900990205,20,1807880,221165,235,,ERS180478,1350000,100,33,36.5,73
K19376,8898_1_78,Kenya,East Africa,E6,ST578,187,2006,75,emm75.1,"skin, soft tissue infection",Deep soft tissue infection,1,Seale et al 2016 (59),,GCA_900990215,20,1920333,187007,241,,ERS180480,1350000,100,33,36.6,73
K19669,8898_1_79,Kenya,East Africa,NT,ST258,123,2006,stg1750,stg1750.0,"skin, soft tissue infection",Deep soft tissue infection,1,Seale et al 2016 (59),,GCA_900990225,18,1814230,254015,230,,ERS180481,1350000,100,33,36.6,73
K35909,8898_1_8,Kenya,East Africa,E6,ST704,72,2009,75,emm75.1,"skin, soft tissue infection",Deep soft tissue infection,1,Seale et al 2016 (59),,GCA_900990235,19,1839858,261708,255,,ERS180410,1350000,100,33,36.6,73
K50593,8898_1_80,Kenya,East Africa,E3,ST740,134,2011,9,emm9.0,Blood,Pneumonia,1,Seale et al 2016 (59),,GCA_900990245,20,1775620,172872,237,,ERS180482,1350000,100,33,36.6,73
K19875,8898_1_81,Kenya,East Africa,M111,ST256,114,2006,111,emm111.2,"skin, soft tissue infection",Deep soft tissue infection,1,Seale et al 2016 (59),,GCA_900990255,13,1756954,259221,221,,ERS180483,1350000,100,33,36.4,73
K19912,8898_1_82,Kenya,East Africa,E2,ST674,93,2006,92,emm92.0,"skin, soft tissue infection",Deep soft tissue infection,1,Seale et al 2016 (59),,GCA_900990265,16,1795890,260116,230,,ERS180484,1350000,100,33,36.5,73
K19952,8898_1_83,Kenya,East Africa,E2,ST674,93,2006,92,emm92.0,"skin, soft tissue infection",Deep soft tissue infection,1,Seale et al 2016 (59),,GCA_900990285,10,1797596,278656,237,,ERS180485,1350000,100,33,36.4,73
K19952,8898_1_84,Kenya,East Africa,E2,ST674,93,2006,92,emm92.0,"skin, soft tissue infection",Deep soft tissue infection,1,Seale et al 2016 (59),,GCA_900990275,10,1797337,1010952,241,,ERS180486,1350000,100,33,36.5,73
K20201,8898_1_85,Kenya,East Africa,E3,ST178,12,2006,44,emm44.0,"skin, soft tissue infection",Deep soft tissue infection,1,Seale et al 2016 (59),,GCA_900990295,12,1816426,255065,251,,ERS180487,1350000,100,33,36.5,73
K36395,8898_1_87,Kenya,East Africa,E6,ST766,157,2009,81,emm81.2,"skin, soft tissue infection",Deep soft tissue infection,1,Seale et al 2016 (59),,GCA_900990315,42,1986343,133891,246,,ERS180489,1350000,100,33,36.6,73
K35215,8898_1_89,Kenya,East Africa,NT,ST450,40,2008,STG866,STG866.1,"skin, soft tissue infection",Deep soft tissue infection,1,Seale et al 2016 (59),,GCA_900990305,18,1746093,148519,239,,ERS180491,1350000,100,33,36.6,73
K36067,8898_1_9,Kenya,East Africa,E6,ST774,105,2009,85,emm85.1,aspirate,ND,1,Seale et al 2016 (59),,GCA_900990325,17,1853365,254916,248,,ERS180411,1350000,100,33,36.5,73
K50105,8898_1_90,Kenya,East Africa,E4,ST213,92,2011,22,emm22.5,"skin, soft tissue infection",Deep soft tissue infection,1,Seale et al 2016 (59),,GCA_900990335,14,1850552,195945,247,,ERS180492,1350000,100,33,36.5,73
K31028,8898_1_91,Kenya,East Africa,D4,ST583,97,2008,93,emm93.6,"skin, soft tissue infection",Deep soft tissue infection,1,Seale et al 2016 (59),,GCA_900990345,16,1767263,240723,237,,ERS180493,1350000,100,33,36.4,73
K35129,8898_1_92,Kenya,East Africa,NT,ST258,123,2008,stg1750,stg1750.0,"skin, soft tissue infection",Deep soft tissue infection,1,Seale et al 2016 (59),,GCA_900990355,21,1853432,158535,241,,ERS180494,1350000,100,33,36.4,73
K27345,8898_1_93,Kenya,East Africa,NT,ST450,40,2007,STG866,STG866.1,"skin, soft tissue infection",Deep soft tissue infection,1,Seale et al 2016 (59),,GCA_900990365,21,1745763,148552,227,,ERS180495,1350000,100,33,36.5,73
K28044,8898_1_94,Kenya,East Africa,E3,ST323,154,2007,25,emm25.1,Blood,Pneumonia,1,Seale et al 2016 (59),,GCA_900990375,24,1830552,120873,233,,ERS180496,1350000,100,33,36.6,73
K19417,8898_1_95,Kenya,East Africa,M122,ST200,158,2006,122,emm122.0,"skin, soft tissue infection",Deep soft tissue infection,1,Seale et al 2016 (59),,GCA_900990385,17,1829484,241786,237,,ERS180497,1350000,100,33,36.6,73
K50316,8898_1_96,Kenya,East Africa,D4,ST223,91,2011,64,emm64.3,"skin, soft tissue infection",Deep soft tissue infection,1,Seale et al 2016 (59),,GCA_900990395,16,1761008,245604,245,,ERS180498,1350000,100,33,36.6,73
K7541,8898_2_10,Kenya,East Africa,E6,ST766,157,2001,81,emm81.2,"skin, soft tissue infection",Deep soft tissue infection,1,Seale et al 2016 (59),,GCA_900990405,15,1884138,288889,256,,ERS180700,1350000,100,33,36,73
K7114,8898_2_13,Kenya,East Africa,NT,ST450,40,2001,STG866,STG866.1,"skin, soft tissue infection",Deep soft tissue infection,1,Seale et al 2016 (59),,GCA_900990425,17,1737125,202323,240,,ERS180703,1350000,100,33,36.1,73
K7151,8898_2_15,Kenya,East Africa,E3,ST761,55,2001,183,emm183.2,"skin, soft tissue infection",Deep soft tissue infection,1,Seale et al 2016 (59),,GCA_900990415,18,1739829,164743,246,,ERS180705,1350000,100,33,36,73
K8955,8898_2_19,Kenya,East Africa,E6,ST778,153,2002,65,emm65.0,"skin, soft tissue infection",Deep soft tissue infection,1,Seale et al 2016 (59),,GCA_900990445,22,1755360,144043,255,,ERS180709,1350000,100,33,36,73
K7928,8898_2_2,Kenya,East Africa,E1,ST771,138,2001,4,emm4.5,"skin, soft tissue infection",Deep soft tissue infection,1,Seale et al 2016 (59),,GCA_900990435,12,1785812,173748,257,,ERS180692,1350000,100,33,35.9,73
K9333,8898_2_21,Kenya,East Africa,E2,ST708,68,2002,90,emm90.5,"skin, soft tissue infection",Deep soft tissue infection,1,Seale et al 2016 (59),,GCA_900990455,14,1837043,168116,247,,ERS180711,1350000,100,33,35.9,73
K10016,8898_2_23,Kenya,East Africa,E3,ST233,83,2003,103,emm103.0,"skin, soft tissue infection",Deep soft tissue infection,1,Seale et al 2016 (59),,GCA_900990475,14,1800373,244804,250,,ERS180713,1350000,100,33,36,73
K10021,8898_2_24,Kenya,East Africa,E3,ST233,83,2003,103,emm103.0,"skin, soft tissue infection",Deep soft tissue infection,1,Seale et al 2016 (59),,GCA_900990485,15,1798053,204290,239,,ERS180714,1350000,100,33,36.1,73
K9408,8898_2_28,Kenya,East Africa,E6,ST778,153,2002,65,emm65.0,"skin, soft tissue infection",Deep soft tissue infection,1,Seale et al 2016 (59),,GCA_900990465,20,1753057,162201,248,,ERS180718,1350000,100,33,35.9,73
K10040,8898_2_29,Kenya,East Africa,E4,ST213,92,2003,22,emm22.5,"skin, soft tissue infection",Deep soft tissue infection,1,Seale et al 2016 (59),,GCA_900990495,16,1848055,194994,240,,ERS180719,1350000,100,33,36.1,73
K7829,8898_2_3,Kenya,East Africa,D4,ST262,267,2001,186,emm186.1,"skin, soft tissue infection",Deep soft tissue infection,1,Seale et al 2016 (59),,GCA_900990505,18,1761301,193200,255,,ERS180693,1350000,100,33,35.8,73
K10105,8898_2_30,Kenya,East Africa,E4,ST213,92,2003,22,emm22.5,"skin, soft tissue infection",Deep soft tissue infection,1,Seale et al 2016 (59),,GCA_900990515,16,1846856,215953,246,,ERS180720,1350000,100,33,36,73
K10712,8898_2_31,Kenya,East Africa,E3,ST219,55,2003,183,emm183.2,Blood,iGAS,1,Seale et al 2016 (59),,GCA_900990525,18,1779854,165634,244,,ERS180721,1350000,100,33,35.9,73
K5086,8898_2_32,Kenya,East Africa,A-C3,ST713,125,1999,238,emm238.1,Blood,iGAS,1,Seale et al 2016 (59),,GCA_900990535,10,1762018,212283,250,,ERS180722,1350000,100,33,35.9,73
K10987,8898_2_34,Kenya,East Africa,D4,ST755,109,2003,230,emm230.1,Blood,Pneumonia,1,Seale et al 2016 (59),,GCA_900990545,19,1757544,170126,252,,ERS180724,1350000,100,33,36,73
K10238,8898_2_35,Kenya,East Africa,M218,ST292,41,2003,218,emm218.1,Blood,APSGN,0,Seale et al 2016 (59),,GCA_900990555,10,1799985,1087327,248,,ERS180725,1350000,100,33,36,73
K9440,8898_2_36,Kenya,East Africa,E6,ST779,60,2002,99,emm99.5,Blood,iGAS,1,Seale et al 2016 (59),,GCA_900990565,12,1713395,246527,256,,ERS180726,1350000,100,33,35.9,73
K19639,8898_2_37,Kenya,East Africa,M111,ST496,190,2006,111,emm111.1,Blood,iGAS,1,Seale et al 2016 (59),,GCA_900990575,14,1782639,185804,256,,ERS180727,1350000,100,33,35.9,73
K17494,8898_2_38,Kenya,East Africa,M55,ST248,44,2005,55,emm55.0,Blood,iGAS,1,Seale et al 2016 (59),,GCA_900990585,32,1866568,104951,247,,ERS180728,1350000,100,33,35.9,73
K4973,8898_2_39,Kenya,East Africa,E3,ST735,159,1999,25,emm25.4,Blood,iGAS,1,Seale et al 2016 (59),,GCA_900990595,15,1770961,188007,245,,ERS180729,1350000,100,33,36,73
K7908,8898_2_4,Kenya,East Africa,E6,ST1031,20,2001,65,emm65.4,"skin, soft tissue infection",Deep soft tissue infection,1,Seale et al 2016 (59),,GCA_900990605,17,1714999,181214,249,,ERS180694,1350000,100,33,36,73
K7175,8898_2_40,Kenya,East Africa,E1,ST762,268,2001,165,emm165.0,Blood,iGAS,1,Seale et al 2016 (59),,GCA_900990615,20,1882002,162435,256,,ERS180730,1350000,100,33,35.9,73
K18724,8898_2_45,Kenya,East Africa,E6,ST250,75,2006,11,emm11.0,Blood,Pneumonia,1,Seale et al 2016 (59),,GCA_900990625,12,1728878,233967,257,,ERS180735,1350000,100,33,36,73
K7554,8898_2_46,Kenya,East Africa,E2,ST708,68,2001,90,emm90.5,Blood,iGAS,1,Seale et al 2016 (59),,GCA_900990635,15,1789536,194048,245,,ERS180736,1350000,100,33,36,73
K10697,8898_2_47,Kenya,East Africa,M18,ST221,48,2003,18,emm18.21,Blood,iGAS,1,Seale et al 2016 (59),,GCA_900990645,16,1766766,185060,262,,ERS180737,1350000,100,33,35.9,73
K5192,8898_2_48,Kenya,East Africa,NT,ST741,48,1999,147,emm147.0,Blood,iGAS,1,Seale et al 2016 (59),,GCA_900990655,14,1786335,239769,240,,ERS180738,1350000,100,33,35.9,73
K4761,8898_2_49,Kenya,East Africa,E4,ST730,67,1999,8,emm8.3,Blood,Pneumonia,1,Seale et al 2016 (59),,GCA_900990675,11,1823936,962936,244,,ERS180739,1350000,100,33,36.1,73
K16772,8898_2_51,Kenya,East Africa,E4,ST245,127,2005,89,emm89.8,Blood,iGAS,1,Seale et al 2016 (59),,GCA_900990665,20,1759608,180044,242,,ERS180741,1350000,100,33,36,73
K5017,8898_2_52,Kenya,East Africa,E3,ST178,12,1999,44,emm44.0,Blood,Meningitis,1,Seale et al 2016 (59),,GCA_900990685,17,1783602,191060,250,,ERS180742,1350000,100,33,36.1,73
K3573,8898_2_53,Kenya,East Africa,D4,ST702,269,1998,116,emm116.2,Blood,iGAS,1,Seale et al 2016 (59),,GCA_900990695,31,1845266,169786,256,,ERS180743,1350000,100,33,36,73
K16738,8898_2_54,Kenya,East Africa,D4,ST223,91,2005,64,emm64.3,Blood,iGAS,1,Seale et al 2016 (59),,GCA_900990705,16,1728835,249657,253,,ERS180744,1350000,100,33,36,73
K7559,8898_2_55,Kenya,East Africa,E2,ST767,270,2001,110,emm110.0,Blood,iGAS,1,Seale et al 2016 (59),,GCA_900990725,12,1775777,244801,254,,ERS180745,1350000,100,33,35.8,73
K3525,8898_2_56,Kenya,East Africa,M55,ST100,44,1998,55,emm55.0,Blood,iGAS,1,Seale et al 2016 (59),,GCA_900990715,22,1833760,117138,252,,ERS180746,1350000,100,33,36,73
K3879,8898_2_59,Kenya,East Africa,E3,ST714,55,1998,183,emm183.2,Blood,iGAS,1,Seale et al 2016 (59),,GCA_900990735,15,1791414,243474,249,,ERS180749,1350000,100,33,36.1,73
K19873,8898_2_60,Kenya,East Africa,E1,ST255,166,2006,78,emm78.5,CSF,Meningitis,1,Seale et al 2016 (59),,GCA_900990745,16,1765223,210406,247,,ERS180750,1350000,100,33,36,73
K17786,8898_2_61,Kenya,East Africa,E6,ST250,75,2006,11,emm11.0,Blood,Meningitis,1,Seale et al 2016 (59),,GCA_900990755,16,1728647,219859,249,,ERS180751,1350000,100,33,36.1,73
K4973,8898_2_62,Kenya,East Africa,E3,ST735,159,1999,25,emm25.4,Blood,iGAS,1,Seale et al 2016 (59),,GCA_900990765,15,1772857,273093,248,,ERS180752,1350000,100,33,36,73
K8861,8898_2_65,Kenya,East Africa,E3,ST178,12,2002,44,emm44.0,Blood,iGAS,1,Seale et al 2016 (59),,GCA_900990775,13,1784751,291141,255,,ERS180755,1350000,100,33,36.1,73
K13045,8898_2_66,Kenya,East Africa,D4,ST261,21,2004,192,emm192.0,Blood,Pneumonia,1,Seale et al 2016 (59),,GCA_900990785,15,1801558,235822,254,,ERS180756,1350000,100,33,35.9,73
K12183,8898_2_67,Kenya,East Africa,E4,ST231,81,2004,124,emm124.2,Blood,iGAS,1,Seale et al 2016 (59),,GCA_900990805,12,1731963,247426,250,,ERS180757,1350000,100,33,36,73
K7736,8898_2_7,Kenya,East Africa,E1,ST768,104,2001,165,emm165.0,swab,APSGN,0,Seale et al 2016 (59),,GCA_900990795,24,1828950,151112,250,,ERS180697,1350000,100,33,36,73
K37914,8898_2_70,Kenya,East Africa,D4,ST239,41,2009,119,emm119.2,urine,Genital,0,Seale et al 2016 (59),,GCA_900985385,10,1792341,237982,239,,ERS180760,1350000,100,33,36,73
K4728,8898_2_71,Kenya,East Africa,E3,ST178,12,1999,44,emm44.0,Blood,Pneumonia,1,Seale et al 2016 (59),,GCA_900985395,18,1788373,211291,248,,ERS180761,1350000,100,33,36.1,73
K9679,8898_2_73,Kenya,East Africa,E4,ST777,128,2002,112,emm112.5,Blood,Pneumonia,1,Seale et al 2016 (59),,GCA_900985405,13,1817822,246939,243,,ERS180763,1350000,100,33,36,73
K17786,8898_2_74,Kenya,East Africa,E6,ST251,75,2006,11,emm11.0,Blood,Meningitis,1,Seale et al 2016 (59),,GCA_900985415,13,1729829,243540,237,,ERS180764,1350000,100,33,35.9,73
K3730,8898_2_75,Kenya,East Africa,E2,ST708,68,1998,90,emm90.5,Blood,iGAS,1,Seale et al 2016 (59),,GCA_900985425,15,1788442,212503,245,,ERS180765,1350000,100,33,36.1,73
K10378,8898_2_76,Kenya,East Africa,E2,ST217,129,2003,50,emm50.3,Blood,iGAS,1,Seale et al 2016 (59),,GCA_900985435,20,1720786,194376,248,,ERS180766,1350000,100,33,36,73
K8460,8898_2_77,Kenya,East Africa,E3,ST257,130,2002,82,emm82.5,Blood,iGAS,1,Seale et al 2016 (59),,GCA_900985445,30,1878155,93921,251,,ERS180767,1350000,100,33,36,73
K12669,8898_2_78,Kenya,East Africa,E3,ST234,55,2004,183,emm183.2,Blood,Pneumonia,1,Seale et al 2016 (59),,GCA_900985455,16,1754020,283054,249,,ERS180768,1350000,100,33,36,73
K5851,8898_2_79,Kenya,East Africa,D4,ST755,109,2000,230,emm230.1,Blood,iGAS,1,Seale et al 2016 (59),,GCA_900985465,22,1772151,163095,244,,ERS180769,1350000,100,33,35.9,73
K7792,8898_2_8,Kenya,East Africa,D4,ST770,185,2001,43,emm43.1,"skin, soft tissue infection",Deep soft tissue infection,1,Seale et al 2016 (59),,GCA_900985475,21,1845073,191603,259,,ERS180698,1350000,100,33,36.1,73
K9454,8898_2_82,Kenya,East Africa,E2,ST217,129,2002,50,emm50.3,Blood,iGAS,1,Seale et al 2016 (59),,GCA_900985485,15,1713374,194872,236,,ERS180772,1350000,100,33,35.9,73
K9612,8898_2_83,Kenya,East Africa,E6,ST781,60,2002,99,emm99.5,Blood,Pneumonia,1,Seale et al 2016 (59),,GCA_900985505,12,1713517,245115,236,,ERS180773,1350000,100,33,36,73
K21633,8898_3_12,Kenya,East Africa,E3,ST266,271,2007,15,emm15.1,Blood,iGAS,1,Seale et al 2016 (59),,GCA_900985495,21,1800707,153019,251,,ERS180606,1350000,100,33,36,73
K7219,8898_3_14,Kenya,East Africa,E4,ST763,188,2001,28,emm28.0,Blood,iGAS,1,Seale et al 2016 (59),,GCA_900985565,12,1816475,244328,249,,ERS180608,1350000,100,33,36,73
K10676,8898_3_17,Kenya,East Africa,E3,ST233,83,2003,103,emm103.0,Blood,iGAS,1,Seale et al 2016 (59),,GCA_900985515,16,1801096,197196,244,,ERS180611,1350000,100,33,36,73
K10167,8898_3_19,Kenya,East Africa,D4,ST136,167,2003,98,emm98.3,Blood,Pneumonia,1,Seale et al 2016 (59),,GCA_900985535,16,1706927,194505,253,,ERS180613,1350000,100,33,36,73
K8015,8898_3_2,Kenya,East Africa,M95,ST781,60,2001,99,emm99.5,"skin, soft tissue infection",Deep soft tissue infection,1,Seale et al 2016 (59),,GCA_900985555,10,1713162,245586,256,,ERS180596,1350000,100,33,36.1,73
